   10.0000 MB /   1.06 sec =   79.1136 Mbps
    9.0625 MB /   0.94 sec =   80.8914 Mbps
    9.5000 MB /   1.00 sec =   79.6841 Mbps
    9.5625 MB /   1.00 sec =   80.2254 Mbps
    9.5625 MB /   1.00 sec =   80.2164 Mbps
    9.5000 MB /   1.00 sec =   79.6927 Mbps
    9.5625 MB /   1.00 sec =   80.2111 Mbps
    9.5000 MB /   1.00 sec =   79.6891 Mbps
    9.5625 MB /   1.00 sec =   80.2229 Mbps
    9.5625 MB /   1.00 sec =   80.2110 Mbps
    9.5000 MB /   1.00 sec =   79.6910 Mbps
    9.5625 MB /   1.00 sec =   80.2204 Mbps
    9.5000 MB /   1.00 sec =   79.6858 Mbps
    9.5625 MB /   1.00 sec =   80.2226 Mbps
    9.5625 MB /   1.00 sec =   80.2159 Mbps
    9.5000 MB /   1.00 sec =   79.6852 Mbps
    9.5625 MB /   1.00 sec =   80.2249 Mbps
    9.5000 MB /   1.00 sec =   79.6927 Mbps
    9.5625 MB /   1.00 sec =   80.2115 Mbps
    9.5000 MB /   1.00 sec =   79.6835 Mbps
    9.5625 MB /   1.00 sec =   80.2271 Mbps
    9.5625 MB /   1.00 sec =   80.2161 Mbps
    9.5000 MB /   1.00 sec =   79.6923 Mbps
    9.5625 MB /   1.00 sec =   80.2160 Mbps
    9.5000 MB /   1.00 sec =   79.6782 Mbps
    9.5625 MB /   1.00 sec =   80.2289 Mbps
    9.5625 MB /   1.00 sec =   80.2155 Mbps
    9.5000 MB /   1.00 sec =   79.6927 Mbps
    9.5625 MB /   1.00 sec =   80.2096 Mbps
    9.5000 MB /   1.00 sec =   79.6954 Mbps
    9.5625 MB /   1.00 sec =   80.2189 Mbps
    9.5625 MB /   1.00 sec =   80.2146 Mbps
    9.5000 MB /   1.00 sec =   79.6868 Mbps
    9.5625 MB /   1.00 sec =   80.2198 Mbps
    9.5000 MB /   1.00 sec =   79.6922 Mbps
    9.5625 MB /   1.00 sec =   80.2214 Mbps
    9.5000 MB /   1.00 sec =   79.6774 Mbps
    9.5625 MB /   1.00 sec =   80.2315 Mbps
    9.5625 MB /   1.00 sec =   80.2000 Mbps
